,cluster no,tweet id,tweet
1011,1011,0,RT @BBCNorthAmerica: Trump issues veto over border emergency declaration https://t.co/1DnWpma4JZ
1012,1012,0,"""We will find a time and a place for us to come together to share that sense of grief and loss... love, compassion… https://t.co/ToBcKvsbFk"
1013,1013,0,RT @BBCNorthAmerica: Let’s talk about #insulin. A drug that sold for $1 in 1923 costs some US families up to thousands of dollars a month.…
1014,1014,0,Adopted daughter to save father's life with kidney transplant https://t.co/v5XWvmItnE
1015,1015,0,"RT @BBCNews: ""We feel the ripples of hatred, we feel the ripples of fear and we feel the ripples of sorrow for our brothers and sisters in…"
1016,1016,0,Algerians call for Bouteflika resignation despite poll delay https://t.co/AE9f9hSKEa
1017,1017,0,RT @BBCNews: Children's climate strike spreads worldwide https://t.co/YEDthsNu87
1018,1018,0,"""They should be safe to pray""

Shocked New Zealanders react after 49 people were killed in shootings at two mosques… https://t.co/RdUqoaRXFV"
1019,1019,0,"""It is clear that this can now only be described as a terrorist attack""

49 people have been killed in shootings at… https://t.co/7ryP90BRym"
1020,1020,0,Global warming: Children's climate strike spreads worldwide https://t.co/my0gFVg3OV
1021,1021,0,Pollachi 'sex blackmail gang' victim's name revealed https://t.co/e6w7hjQ0k9
1022,1022,0,"RT @BBCSport: ""The players heard shots being fired, saw people tumbling out of the gates and ducked under the bus.""

Bangladesh's cricket t…"
1023,1023,0,Russia-Trump troll suspect defends internet job https://t.co/GiEpoFusxk
1024,1024,0,Six reasons why so many buildings collapse https://t.co/xv514iRGRF
1025,1025,0,"@AFP @BBCBreaking @AP Police say they are searching for Gökman Tanis, 37, born in Turkey, in connection with the Ut… https://t.co/EslBsZfnRO"
1026,1026,0,"US will repeal or deny visas to International Criminal Court staff seeking to investigate Americans, and may take s… https://t.co/toM0A9jqXW"
1027,1027,0,Media reports: Witnesses say many people have been injured and killed in a mass shooting at a mosque in the Christc… https://t.co/1w8G5V99wx
1028,1028,0,@Reuters Multiple children are being carried through crowds to ambulances after being pulled from rubble of school… https://t.co/gjxV2dfW9q
1029,1029,0,@Reuters https://t.co/KaTKw96IiU
1030,1030,0,LIVE: British lawmakers to vote on whether they will support the Brexit deal that PM May spent nearly 2 years negot… https://t.co/YdeuU9On0f
1031,1031,0,"Algerian President Abdelaziz Bouteflika says he will not run for a 5th term, and announces the postponement of a pr… https://t.co/RS5AeqH9YP"
1032,1032,0,"US officials made list of reporters, lawyers, activists to question at the border, according to documents obtained… https://t.co/FJb83RbntL"
1033,1033,0,"Jeopardy! host Alex Trebek announces that he has Stage 4 pancreatic cancer: ""I'm going to fight this.""… https://t.co/Tq3B25xEA5"
1034,1034,0,President Trump has revoked a requirement that US intelligence officials publicly report the number of people kille… https://t.co/CweAdYRMaj
1035,1035,0,Environmental disaster unfolding in the Pacific after a large ship ran aground and began leaking oil next to a UNES… https://t.co/nFooPwrmr5
1036,1036,0,"President Trump says ""sometimes you have to walk"" in describing not reaching a deal to sign with the North Koreans… https://t.co/UurXHpLhde"
1037,1037,0,At least 20 people were killed and 40 injured when a major fire erupted at Cairo's main train station. https://t.co/8yZdULTuTN
1038,1038,0,"Univision executive tweets that he has spoken with journalist Jorge Ramos, and Ramos and his team have been release… https://t.co/dJhmskoAaP"
1039,1039,0,"Most senior Catholic cleric ever charged with child sex abuse has been convicted of molesting two choirboys, dealin… https://t.co/bsLTiYktUT"
1040,1040,0,"RT @UnivisionNews: Attention: A @Univision team, headed by @jorgeramosnews, is being arbitrarily detained at the Miraflores Palace in Carac…"
1041,1041,0,"Labour is backing a second referendum on Brexit, the party has announced. https://t.co/1JfDPRXTp6 - @itvnews"
1042,1042,0,Dozens killed and injured as massive fire engulfs buildings in Dhaka. https://t.co/OyVwPeQS5L - @DhakaTribune
1043,1043,0,"US Coast Guard lieutenant working in the nation's capital lived a secret life as a ""domestic terrorist"" who aspired… https://t.co/hTGSmZkc0F"
1044,1044,0,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump expected to declare national emergency to fund border wall. https://t.co/l5nMyf…
1045,1045,0,US Supreme Court blocks Louisiana from enforcing stringent abortion law; first major ruling on abortion with Justic… https://t.co/7dwpsISHcV
1046,1046,0,"US officials announce that the US has hit Venezuela’s state-owned oil company with sanctions, diverting ""any purcha… https://t.co/W4b4RGBarF"
1047,1047,0,Longest government shutdown in US history ends as President Trump signs short-term funding bill that reopens govern… https://t.co/CbWt3oVSWq
1048,1048,0,About 200 people have been reported missing after a mining dam collapse in southeastern Brazil flooded a nearby com… https://t.co/d2zlHuohKb
1049,1049,0,"President Trump: ""We have reached a deal to end the shutdown and reopen the federal government."" https://t.co/DKpS4QYQGi"
1050,1050,0,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump makes statement on government shutdown. https://t.co/JkZg7pGGXA https://t.co/vf…
1051,1051,1,"While the question of collusion should now be considered clear, there are still some 17 other investigations and ca… https://t.co/Swicd5bKce"
1052,1052,0,https://t.co/dw1jYfojXP
1053,1053,0,"One of Africa’s most iconic musicians, Oliver Mtukudzi, has died in Zimbabwe's capital, Harare, at age 66, a fellow… https://t.co/nOHVMTTfpy"
1054,1054,0,Venezuela’s re-invigorated opposition faces a crucial test Wednesday as it seeks to fill streets nationwide with pr… https://t.co/VsX9TrSF1P
1055,1055,0,"Mariano Rivera, Roy Halladay, Edgar Martínez, and Mike Mussina elected to the Hall of Fame on 2019 ballot.… https://t.co/H426pqX9v2"
1056,1056,0,US Supreme Court grants request for Pentagon to move forward with plan to limit transgender military service while lawsuits continue.
1057,1057,0,A boat that went down off the Libyan coast is believed to have left more than 100 migrants missing in what could be… https://t.co/x3A2HFz0Rh
1058,1058,0,Reports and images from witnesses and local media show significant damage from an apparent tornado that has hit Wet… https://t.co/6BNGhIE7VI
1059,1059,0,An official says that 20 people have been killed and 54 others badly burned in a fire that broke out at a pipeline… https://t.co/9Vw0t697q3
1060,1060,0,"At least 4 dead in presumed car bomb attack on Colombia police school, Bogota mayor says - @AFP"
1061,1061,0,"@NBCNews British PM May wins confidence vote 325-306, leaving her in power but without an approved Brexit plan - @NBCNewsWorld"
1062,1062,0,At least 890 people are believed to have been killed in ethnic violence in northwestern Democratic Republic of Cong… https://t.co/8ikKFN2d3i
1063,1063,0,"Gdańsk Mayor Paweł Adamowicz has died after being stabbed during an attack on a stage at a charity event, Polish me… https://t.co/ay1s7HbBmT"
1064,1064,0,"Many injured in ""serious"" double-decker bus crash in Ottawa. https://t.co/Uw6XHHOiQP - @CTVNews https://t.co/myXrfGae2h"
1065,1065,0,"After delayed results and international pressure, Congo’s electoral commission announces that opposition leader Fel… https://t.co/qHzCsxX0BZ"
1066,1066,0,US stocks conclude 2018 with the major stock indexes posting worst yearly performances since the 2008 financial cri… https://t.co/A0CluYhu1C
1067,1067,0,"PTWC says it ""did not observe tsunami waves on the sea-level gauges closest to the 7.2 mag. earthquake in Mindanao,… https://t.co/ib5VzI4Wcy"
1068,1068,0,Pacific Tsunami Warning Center: Tsunami waves possible after powerful earthquake strikes southeast of Davao on Mind… https://t.co/p5aOOhTvLh
1069,1069,0,"Egyptian security officials say a roadside bomb struck a tourist bus near the Giza Pyramids, killing at least 2 people - @AP"
1070,1070,0,US government partially shuts down amid impasse over border wall funding https://t.co/qJMvNsUYmq
1071,1071,0,"US Supreme Court Justice Ginsburg has cancerous growths removed from lung, the court says: ""Post-surgery, there was… https://t.co/Fo5LmFenh7"
1072,1072,0,US Justice Dept. announces charges against 2 Chinese hackers who are allegedly associated with the Chinese governme… https://t.co/IuunIf6GRe
1073,1073,0,"US Federal Reserve hikes nation's benchmark borrowing rate by 0.25% for 4th time this year, despite months of objec… https://t.co/4eGPOWb9jR"
1074,1074,0,Global climate summit ends with deal to nudge the world toward tougher emissions targets. https://t.co/bBOUdacJvN
1075,1075,0,"Dozens of bomb threats being reported at news outlets, government buildings, banks, libraries, other businesses acr… https://t.co/5Sj8DQmA4u"
1076,1076,0,"Virgin Galactic says its tourism spaceship has climbed more than 50 miles high, which the company considers the boundary of space - @AP"
1077,1077,0,"Ahead of make-or-break party leadership confidence vote, British PM May says she wouldn't lead her party into the n… https://t.co/FhXLz0MNJ7"
1078,1078,0,"With @TIME's 2018 'Person of Year', the magazine is spotlighting a handful of journalists who have one thing in com… https://t.co/nkPpCWcf3t"
1079,1079,0,"US Marines: Search-and-rescue operations underway after KC-130 and F/A-18 military aircraft ""were involved in a mis… https://t.co/m6bijCYRHZ"
1080,1080,1,US Olympic Cmte. says it has filed a complaint against USA Gymnastics organization “seeking to revoke” its recognit… https://t.co/QqnPhPPzuc
1081,1081,0,Anti-government protesters torched dozens of cars and set fire to storefronts during daylong clashes with riot poli… https://t.co/ivj3foSOt3
1082,1082,0,https://t.co/F0yu39uAxC
1083,1083,0,Local tsunami alert issued and some significant damage being reported after powerful earthquake strikes the Anchora… https://t.co/KA8dpigXB2
1084,1084,0,"@AP President Trump threatens to cancel meeting with President Putin over Russia-Ukraine naval clash: ""I don’t like… https://t.co/L1fvZN95ii"
1085,1085,0,"Naval Support Activity Bethesda: 

""No indication so far of an active shooter"" at Walter Reed National Military Med… https://t.co/nADmooscWE"
1086,1086,0,"General Motors (GM) announces plans to cut car production, stop building several slow-selling models, and slash its… https://t.co/dsfu7wFbBI"
1087,1087,0,@Reuters https://t.co/DCyWSgqcSQ
1088,1088,0,@NBCPolitics https://t.co/Pi6dDMX05j
1089,1089,0,Fly Jamaica airliner flight bound for Toronto crash-lands after turning back to Cheddi Jagan International Airport… https://t.co/85cC6a608t
1090,1090,0,"Suspected terrorist stabbed three people, one of them fatally, in daytime attack on a busy street in center of Melb… https://t.co/rOkeQkfrIG"
1091,1091,0,"@AP Sheriff: Gunman is believed to have used a legally purchased .45 caliber handgun with an ""extended magazine;"" b… https://t.co/5h5988qw6Y"
1092,1092,0,@AP Sheriff's office: A Family Unification Center has been set up at 1375 E. Janss Rd. in Thousand Oaks after bar m… https://t.co/YytMNdH5UN
1093,1093,0,@AP https://t.co/ezroW5Q191
1094,1094,0,https://t.co/of5MD7c4qr
1095,1095,0,RT @NBCNews: LIVE: @NBCNews Special Report: 2018 midterms election coverage https://t.co/L9XGIGWxpS
1096,1096,0,"Governor of Tanzania's largest city, Dar es Salaam, has vowed to begin hunting and mass arrests of “homosexuals in… https://t.co/Hv2C3bVEjY"
1097,1097,0,@AP https://t.co/lI3zbk04eM
1098,1098,0,@WPXI https://t.co/MRM7nxE953
1099,1099,0,@NBCNews @PeteWilliamsNBC @NBCInvestigates Addressing social media conspiracy theories about the pipe bomb packages… https://t.co/O5rICE8XjR
1100,1100,0,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump discusses latest on investigation into wave of pipe bomb packages across the US…
1101,1101,0,"@NBCNews US Justice Dept. spokesperson: ""We can confirm one person is in custody. We will hold a press conference a… https://t.co/Ijq6f5aOoQ"
1102,1102,0,"@NBCPolitics @NBCNews President Trump condemns wave of explosive devices sent to political leaders as ""despicable,""… https://t.co/U27TdBOkQg"
1103,1103,0,"@NBCPolitics LIVE: @NBCNews Special Report: 

President Trump to talk about the wave of pipe bombs that has been se… https://t.co/NQouT3xrg7"
1104,1104,0,"Secret Service: ""The packages were immediately identified during routine mail screening procedures as potential exp… https://t.co/nmyAyLfMCt"
1105,1105,0,"Escalator in Rome metro station broke, sped people down incline and piled them onto each other, injuring 20, Italia… https://t.co/aMiZWke0WD"
1106,1106,0,Federal judge dismisses Stormy Daniels’ defamation lawsuit against President Trump - @NBCPolitics https://t.co/YeLfsn117D
1107,1107,0,@alroker @TODAYshow https://t.co/ZHQrZ1cOCP
1108,1108,0,RT @TODAYshow: “We are expecting an exceptional storm surge.” @dylandreyernbc tracks when and where #HurricaneMichael is expected to make l…
1109,1109,0,"Hurricane Michael's maximum sustained winds have increased to near 85 mph, and the storm is forecast to become ""a m… https://t.co/cw1zStxYda"
1110,1110,0,"@WSJ @NBCNews @NBCPolitics In ceremonial swearing-in, President Trump declares Justice Kavanaugh innocent, and apol… https://t.co/vhvOFAOSTo"
