EventID	Description	Category
20022	"Big Tex fire 2012 State Fair of Texas"	"Arts and culture"
20022	"final weekend of the 2012 State Fair of Texas."	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas."	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed by fire "	"Arts and culture"
20022	" Iconic statue Big Tex goes up in flames"	"Arts and culture"
20022	"fire disaster state fair of texas"	"Arts and culture"
20022	"Iconic statue Big Tex goes up in flames"	"Arts and culture"
20022	"Big tex statue destroyed"	"Arts and culture"
20022	"Big tex destroyed by fire"	"Arts and culture"
20022	"Iconic statue Big Tex goes up in flames"	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed"	"Arts and culture"
20022	"big tex statue destroyed by fire during 2012 state fair"	"Arts and culture"
20022	"Big Tex fire Texas State Fair"	"Arts and culture"
20022	"Big Tex 52-foot statue"	"Arts and culture"
20022	"Big Tex fire"	"Arts and culture"
20022	"big tex statue destroyed by fire during 2012 state fair"	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed by fire"	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed"	"Arts and culture"
20022	"Iconic statue Big Tex fire accident"	"Arts and culture"
20022	"fire during the final weekend "	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed."	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed."	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed."	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas, is destroyed."	"Arts and culture"
20022	"Big Tex statue fire"	"Arts and culture"
20022	"cultural icon in Dallas"	"Arts and culture"
20022	" fire in  State Fair of Texas."	"Arts and culture"
20022	"Big Tex, a 52-foot statue and cultural icon in Dallas, Texas"	"Arts and culture"
20023	"bus accident in northwest arizona"	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona."	"Disasters and accidents"
20023	"tour buss crash arizona"	"Disasters and accidents"
20023	"tour bus went off the highway and crashed in northwest Arizona "	"Disasters and accidents"
20023	"Tour bus crash northwest arizona driver killed"	"Disasters and accidents"
20023	"northwest Arizona late Friday at around 8:00 PM"	"Disasters and accidents"
20023	" highway and crashed in northwest Arizona late Friday at around 8:00 PM PDT"	"Disasters and accidents"
20023	"tour bus went off the highway and crashed in northwest Arizona "	"Disasters and accidents"
20023	"Tour bus crashed in northwest Arizona "	"Disasters and accidents"
20023	"bus crash ,near Willow Beach, Arizona and the Nevada state line, southeast of Las Vegas. "	"Disasters and accidents"
20023	"Arizona tour bus crash"	"Disasters and accidents"
20023	"tour bus crashed in northwest Arizona killing bus driver medical incident Highway 93"	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona."	"Disasters and accidents"
20023	"Willow Beach, Arizona    tour bus crashed"	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona"	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona"	"Disasters and accidents"
20023	"tour bus crashed northwest Arizona"	"Disasters and accidents"
20023	"Tour bus crashed in northwest Arizona"	"Disasters and accidents"
20023	"bus driver"	"Disasters and accidents"
20023	"tour bus accident in northwest arizona"	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona."	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona."	"Disasters and accidents"
20023	"tour bus crash"	"Disasters and accidents"
20023	"A tour bus crashed in northwest Arizona"	"Disasters and accidents"
20023	"A tour bus went off the highway and crashed in northwest Arizona late Friday"	"Disasters and accidents"
20024	"formal criminal investigation,Savile after 200 potential sexual abuse victims"	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation" into Savile."	"Law and crime"
20024	"sexual abuse scandal against savile"	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation" into Savile"	"Law and crime"
20024	""formal criminal investigation"."	"Law and crime"
20024	"Scotland yard former criminal investigation savile abuse 200 victims"	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation""	"Law and crime"
20024	"scotland yard invetigation jimmy savile"	"Law and crime"
20024	"Savile 200 potential sexual abuse victims "	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation"."	"Law and crime"
20024	"Scotland Yard launches a formal criminal investigation"	"Law and crime"
20024	"which country lanuches "formal criminal investigation"?"	"Law and crime"
20024	"scotland yard savile sex abuse"	"Law and crime"
20024	"who is savile sexual abuse"	"Law and crime"
20024	"sexual abuse scandal against savile"	"Law and crime"
20024	""formal criminal investigation" into Savile "	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation" into Savile "	"Law and crime"
20024	"Scotland yard former criminal investigation sexual abuse victims"	"Law and crime"
20024	"savile sexabuse scandal"	"Law and crime"
20024	"Scotland Yard investigates savile after 200 come forward "	"Law and crime"
20024	""formal criminal investigation" into Savile "	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation" into Savile after 200 potential sexual abuse victims come forward."	"Law and crime"
20024	"scotland yard launches investigation into savile"	"Law and crime"
20024	"criminal investigation into potential sexual abuse"	"Law and crime"
20024	"Scotland Yard launches a "formal criminal investigation"."	"Law and crime"
20024	"savile sex abuse"	"Law and crime"
20024	"Savile Probe Now Criminal Inquiry "	"Law and crime"
20024	""formal criminal investigation" into Savile "	"Law and crime"
20025	"who is the sexual abuse"	"Law and crime"
20025	"BBC schedules special edition Panorama"	"Law and crime"
20025	"Jimmy Savile allegations of sexual abuse"	"Law and crime"
20025	"Jimmy Savile Panorama abuse BBC"	"Law and crime"
20025	"special edition Panorama"	"Law and crime"
20025	"sexual abuse   BBC rushing out Panorama on Jimmy Savile "	"Law and crime"
20026	"Taxi driver christopher halliwell life imprison sian oscallaghan swindon"	"Law and crime"
20026	"chirstopher halliwell taxi driver is sentenced to life"	"Law and crime"
20026	"Taxicab driver christopher murder case swindon"	"Law and crime"
20026	"driver Christopher Halliwell is sentenced to life imprisonment for murdering Sian O'Callaghan"	"Law and crime"
20026	" Sian murder and it trials."	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment for murdering Sian O'Callaghan."	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment for murdering Sian O'Callaghan."	"Law and crime"
20026	"IF MR Halliwell CONFESSED & ADMITTED MURDERMiss O'Callaghan  OR NOT ?"	"Law and crime"
20026	"murdering Sian O'Callaghan"	"Law and crime"
20026	"taxi halliwell murder o'callaghan swindon"	"Law and crime"
20026	"Christopher Halliwell sentenced life imprisonment"	"Law and crime"
20026	"Taxi cab driver Christopher halliwell case"	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment"	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment "	"Law and crime"
20026	"Christopher Halliwell sentenced for Sian O'Callaghan murder"	"Law and crime"
20026	"murdering Sian O'Callaghan "	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment "	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment for murdering Sian O'Callaghan."	"Law and crime"
20026	"Christopher Halliwell admits Sian O'Callaghan murder"	"Law and crime"
20026	"Taxicab driver Christopher Halliwell is sentenced to life imprisonment "	"Law and crime"
20026	"who was sentenced to life imprisonment for murdering Sian O'Callaghan?"	"Law and crime"
20026	"nightclub in Swindon"	"Law and crime"
20026	"murdering Sian O'Callaghan."	"Law and crime"
20027	"Missing young Oregon woman, Whitney Heichel, 21."	"Law and crime"
20027	"missing young Oregon woman, Whitney Heichel,"	"Law and crime"
20027	"The remains  Whitney Heiche  are found on Larch Mountain, Multnomah County, Oregon"	"Law and crime"
20027	"Remains of missing young oregon wohan whitney heichel larch mountain DNA test jonathan holt"	"Law and crime"
20027	"missing young Oregon woman, Whitney Heichel"	"Law and crime"
20027	" Missing Oregon woman's remains found, neighbor arrested"	"Law and crime"
20027	"Missing Woman Whitney Heichel's"	"Law and crime"
20027	"whitney heichel murder oregon"	"Law and crime"
20027	"after DNA testing and fingerprint analysis, Gresham Police arrested"	"Law and crime"
20027	", Whitney Heichel suburb of Gresham, Oregon found on Larch MountainJonathan Holt"	"Law and crime"
20027	"Whitney Heichel, 21, a Starbucks barista"	"Law and crime"
20027	"Police: Missing Oregon woman's remains found, neighbor arrested"	"Law and crime"
20027	"missing oregon woman whitney heichel "	"Law and crime"
20027	"Oregon woman's remains found"	"Law and crime"
20027	"Oregon Woman"	"Law and crime"
20027	"Whitney Heichel, 21, a Starbucks barista from the Portland."	"Law and crime"
20027	"Starbucks barista from the Portland"	"Law and crime"
20027	"The remains of a missing young Oregon woman, Whitney Heichel"	"Law and crime"
20027	"Missing Oregon Woman's Body Found"	"Law and crime"
20028	"News - Scot shoots first fictional feature in Antarctica "	"Law and crime"
20028	"Delibrated Hit and Run by one man: In a horrific road accident killed one woman and several pedestrian injured at several places in Cardiff. "	"Law and crime"
20028	"Series of hit and run incidents in Cardiff, south Wales."	"Law and crime"
20028	"A woman is killed and 12 other people injured in a series of hit in Cardiff, south Wales"	"Law and crime"
20028	"hit and run incidents Cardiff"	"Law and crime"
20028	"Events in Cardiff Wales"	"Law and crime"
20028	"van driver kills woman cardiff"	"Law and crime"
20028	"A woman is killed and 12 other people injured in a series of hit and run incidents in Cardiff, south Wales. A 31-year-old van driver is arrested by police. "	"Law and crime"
20028	"cardiff hit and runs death"	"Law and crime"
20028	"cardiff hit run arrest"	"Law and crime"
20028	"Hit and runs in Cardiff, south Wales"	"Law and crime"
20028	"hit and run incidents in Cardiff"	"Law and crime"
20028	"series of hit and run incidents in Cardiff, south Wales"	"Law and crime"
20028	"Hit and run in South Wales"	"Law and crime"
20028	"A woman is killed and 12 other people injured."	"Law and crime"
20028	"Cardiff south wells woman killed 12 injured hit run man,31 arrested"	"Law and crime"
20028	" south Wales. "	"Law and crime"
20028	"how many people killed in a series of hit and run incidents in Cardiff, south Wales."	"Law and crime"
20028	"A woman is killed and 12 other people injured."	"Law and crime"
20028	"series of hit and run incidents in Cardiff, south Wales"	"Law and crime"
20028	"A woman is killed and 12 other people injured in a series of hit and run incidents in Cardiff,"	"Law and crime"
20029	"MP george galloway complaint metropolitan police secretary ayesha ali khan agent"	"Politics and elections"
20029	"MP George Galloway writes to British home secretary"	"Politics and elections"
